"","X","Gender","Age","Education","Occupation","Income","q1k","q2k","q3k","q4k","Q5K1","Q5K2","Q5K3","Q5K4","Q5K5","Q5K6","Q6K","Q7K","Q8K","Q9K","Q10C1","Q10C2","Q10C3","Q10C4","Q10C5","Q10C6","Q10C7","Q11C1","Q11C2","Q11C3","Q11C4","Q11C5","Q12C1","Q12C2","Q12C3","Q12C4","Q12C5","Q12C6","Q13C1","Q13C2","Q13C3","Q13C4","Q13C5","Q14C","Q15C1","Q15C2","Q15C3","Q15C4","Q15C5","Q16P1","Q16P2","Q16P3","Q17P1","Q17P2","Q17P3","Q17P4","Q17P5","Q18I1","Q18I2","Q18I3","Q18I4","Q19C1","Q19C2","Q19C3","Q19C4","Q19c5","Q19c6","knwSum","sum5"
"339",339,2,30,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,6,5,0,3,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,6,1,3,4,5,2,8,1
"340",340,2,32,3,2,2,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,5,6,2,1,1,0,1,0,1,1,1,1,1,1,0,1,0,2,2,2,2,3,5,3,5,5,3,4,2,5,1,6,3.5,0.5
"341",341,2,39,2,2,4,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,2,4,5,6,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,2,1,2,2,3,5,2,3,2,4,3,5,1,6,3.83333333333333,0.833333333333333
"342",342,2,23,2,1,2,1,1,1,1,1,1,0,0,1,1,1,1,1,0,2,2,2,2,1,1,2,1,1,1,1,1,1,2,6,3,4,5,0,1,1,0,1,3,0,0,0,0,1,1,0,0,2,1,1,1,1,5,5,5,5,3,1,4,5,2,6,7.66666666666667,0.666666666666667
"343",343,2,27,2,2,2,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,2,2,1,1,1,3,1,1,1,1,5,4,1,2,6,3,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,2,2,5,5,5,5,5,4,2,3,1,6,3.66666666666667,0.666666666666667
"344",344,2,30,2,2,3,0,1,0,0,1,1,0,1,0,1,0,1,0,0,2,2,2,2,1,1,2,1,1,1,1,1,2,4,3,5,6,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,2,5,5,5,5,5,2,3,4,1,6,2.66666666666667,0.666666666666667
"346",346,1,18,2,1,2,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,2,2,2,2,1,1,2,1,1,1,5,6,4,3,1,2,1,1,1,0,0,2,0,0,0,0,1,0,1,0,2,2,3,2,2,5,5,5,3,1,2,3,4,5,6,3.5,0.5
"347",347,2,19,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2,3,4,5,6,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,2,1,1,1,5,5,5,5,5,1,2,4,3,6,7,1
"348",348,2,19,2,1,2,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,6,4,2,3,5,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,2,2,2,2,2,4,4,4,4,5,3,4,1,2,6,4.5,0.5
"349",349,2,19,2,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,5,6,1,4,2,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,2,1,2,5,5,5,5,5,4,3,2,1,6,5,1
"350",350,2,19,2,1,2,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2,1,1,1,1,2,1,1,1,1,1,1,3,4,5,6,2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,2,1,1,2,2,4,5,5,5,2,3,4,5,1,6,6.66666666666667,0.666666666666667
"351",351,2,18,2,1,2,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,5,6,1,0,1,1,0,1,2,0,0,0,0,1,0,0,1,2,2,1,2,2,3,5,5,5,5,1,2,3,4,6,7.83333333333333,0.833333333333333
"352",352,2,42,3,2,4,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,2,2,3,1,1,1,1,1,1,1,1,2,1,5,4,6,3,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,3,2,1,4,5,6,5.66666666666667,0.666666666666667
"353",353,1,18,2,1,2,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,2,1,2,2,1,2,1,1,1,1,1,1,3,6,5,4,2,0,1,1,0,1,1,0,0,0,0,1,0,1,0,2,2,2,2,2,5,4,4,5,2,1,3,4,5,6,5.66666666666667,0.666666666666667
"355",355,1,19,2,1,2,1,0,0,1,1,1,0,1,1,1,1,0,0,0,2,1,2,2,2,2,1,1,1,1,1,1,3,6,4,2,1,5,0,1,1,0,1,2,1,1,1,1,1,0,1,1,3,3,1,2,3,3,4,3,5,5,1,4,3,2,6,3.83333333333333,0.833333333333333
"356",356,2,19,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,1,6,2,1,1,1,0,0,1,0,0,0,0,1,0,0,1,2,2,2,3,3,4,4,3,5,5,2,3,4,1,6,7,1
"357",357,1,20,2,1,2,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,2,2,1,1,1,3,1,1,1,1,5,6,2,1,4,3,1,1,1,0,0,2,1,0,1,1,1,1,1,0,1,1,2,1,2,3,4,3,4,1,2,5,4,3,6,3.5,0.5
"358",358,2,19,2,1,2,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,4,1,1,1,1,1,1,1,1,5,1,6,2,4,3,0,1,1,0,1,2,1,1,1,1,1,0,1,1,2,2,1,1,2,1,3,1,1,5,1,2,3,4,6,6.33333333333333,0.333333333333333
"359",359,2,19,2,1,2,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,2,1,1,1,2,1,1,1,1,1,1,4,5,0,2,3,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,2,2,2,2,2,5,5,5,5,3,1,4,5,2,6,4.66666666666667,0.666666666666667
"360",360,2,19,2,1,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,2,1,1,1,2,1,1,2,2,1,1,4,3,2,6,5,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,2,1,1,5,4,5,3,5,1,3,4,2,6,7,1
"361",361,2,19,2,1,2,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,2,2,1,2,1,1,1,1,1,4,3,6,2,5,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,3,3,2,3,4,3,5,4,5,5,2,3,4,1,6,2.5,0.5
"362",362,2,19,2,1,2,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,6,5,2,4,3,1,1,1,1,0,0,2,1,1,1,1,1,0,1,1,2,2,3,2,2,3,3,2,2,4,2,5,3,1,6,5.5,0.5
"363",363,2,27,2,4,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,3,5,6,4,0,1,1,0,1,1,1,1,1,1,1,1,0,0,2,2,1,1,2,4,5,3,5,1,2,3,5,4,6,8,1
"364",364,1,20,2,1,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,2,6,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,5,5,4,5,6,2,3,1,4,5,3.16666666666667,0.166666666666667
"365",365,1,19,2,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,1,6,2,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,5,5,5,5,2,3,1,4,5,6,8,1
"366",366,2,19,2,1,2,1,1,0,1,1,1,1,1,1,1,1,0,0,1,2,1,2,3,2,2,3,2,1,1,1,1,6,5,3,4,2,1,1,1,1,0,0,2,0,0,0,1,1,0,1,1,2,2,2,2,3,4,3,3,4,2,1,3,4,5,6,6,1
"367",367,2,20,2,1,2,1,1,1,1,0,0,0,0,0,1,1,1,0,0,2,1,2,2,1,1,1,1,1,1,1,1,2,3,1,4,5,6,1,1,1,0,0,2,0,0,0,0,1,0,1,0,1,2,1,1,2,5,5,5,5,5,4,3,2,1,6,6.16666666666667,0.166666666666667
"368",368,2,20,2,1,2,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,1,3,6,0,0,1,1,1,2,1,0,1,0,1,0,1,0,2,2,1,1,2,4,5,5,5,6,2,4,3,1,5,4.83333333333333,0.833333333333333
"369",369,2,18,2,1,2,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,6,4,5,2,1,3,1,1,1,0,0,1,0,0,0,0,1,0,1,0,2,2,2,2,2,3,3,3,3,5,1,3,4,2,6,6.66666666666667,0.666666666666667
"371",371,2,19,2,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,2,2,2,2,1,1,1,1,2,1,5,4,2,1,6,3,0,1,1,1,0,2,1,1,1,1,1,1,0,0,2,2,2,2,1,4,5,5,5,5,2,4,3,1,6,6,1
"372",372,2,31,3,4,2,1,1,0,1,1,1,1,1,0,1,1,0,1,0,2,1,3,4,1,2,1,1,1,1,1,1,6,2,5,3,1,4,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,2,1,5,5,5,3,1,2,5,4,3,6,5.83333333333333,0.833333333333333
"373",373,1,20,2,1,2,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,2,2,2,1,1,1,1,1,1,1,6,5,4,1,2,3,1,0,0,1,1,2,0,0,0,0,1,0,1,1,3,3,2,4,2,3,4,4,5,1,2,5,3,4,6,6.66666666666667,0.666666666666667
"374",374,2,20,2,1,2,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,3,1,3,1,4,5,6,3,2,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,2,2,2,2,2,1,5,1,1,5,3,1,4,2,6,4.16666666666667,0.166666666666667
"376",376,2,19,2,1,2,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,2,2,1,1,1,1,1,1,1,1,4,5,6,2,3,1,0,1,1,0,1,2,0,0,1,1,1,0,1,0,3,3,2,1,3,3,4,4,5,5,4,2,3,1,6,3.5,0.5
"377",377,2,36,3,2,2,0,1,1,1,1,1,1,0,0,1,1,1,0,0,2,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,2,2,5,5,5,5,0,0,0,0,0,0,5.66666666666667,0.666666666666667
"378",378,1,44,3,2,2,1,1,0,0,1,1,1,1,0,1,1,0,0,0,2,2,1,2,2,2,2,3,3,1,1,1,2,4,1,3,5,6,1,1,1,0,0,2,1,1,1,1,1,0,1,0,2,2,2,2,2,2,2,3,1,3,4,5,1,2,6,3.83333333333333,0.833333333333333
"379",379,2,20,2,1,2,0,1,1,0,0,1,0,0,0,0,1,1,1,0,2,2,2,2,1,1,2,1,1,1,1,1,4,5,6,2,3,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,2,1,2,1,2,5,4,5,5,1,2,5,4,3,6,5.16666666666667,0.166666666666667
"380",380,1,21,2,1,2,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,3,4,2,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,4,4,4,4,3,3,3,3,2,1,5,4,3,6,4.83333333333333,0.833333333333333
"381",381,2,30,2,2,3,0,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,3,4,6,5,0,1,1,0,1,3,0,0,0,0,1,1,0,1,1,2,1,1,1,4,5,3,5,1,2,4,5,3,6,7,1
"382",382,1,29,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,1,2,3,3,2,3,1,1,1,1,1,6,4,1,3,5,2,1,1,1,0,0,3,1,0,1,1,1,0,1,0,2,3,3,1,4,1,1,1,1,1,2,3,5,4,6,6,1
"383",383,2,30,2,2,3,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,4,3,5,6,0,1,1,0,1,3,1,1,1,1,1,0,1,0,1,1,1,1,2,5,5,5,5,5,3,2,4,1,6,4.83333333333333,0.833333333333333
"384",384,1,19,2,1,2,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,1,1,1,0,0,2,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,5,3,4,6,6.66666666666667,0.666666666666667
"385",385,2,19,2,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,4,1,5,6,1,1,1,0,0,1,1,1,1,1,1,0,1,0,2,1,1,1,1,4,5,5,4,3,1,2,5,4,6,6.66666666666667,0.666666666666667
"386",386,1,21,2,1,2,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,2,1,1,2,1,1,1,1,1,4,5,6,1,2,3,0,1,1,1,0,1,0,0,1,1,1,0,1,1,2,2,2,1,3,4,1,5,5,2,1,5,4,3,6,4.5,0.5
"387",387,2,21,2,1,2,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,3,4,2,5,1,6,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,5,3,1,4,2,6,5.5,0.5
"388",388,2,20,2,1,2,0,1,0,0,1,1,0,0,1,1,1,1,0,0,2,1,1,2,2,2,1,1,1,1,1,1,4,5,6,3,1,2,1,1,1,0,0,1,0,0,0,0,1,0,1,0,2,2,1,2,3,2,1,3,1,5,2,4,3,1,6,3.66666666666667,0.666666666666667
"389",389,2,40,2,2,4,0,1,0,1,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,2,1,1,1,1,1,5,6,2,3,4,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,2,2,2,2,2,5,4,4,5,4,1,3,5,2,6,4,1
"390",390,1,23,2,1,2,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,2,3,1,0,1,1,0,1,2,0,0,1,0,1,0,1,0,2,2,2,2,2,5,4,4,4,2,3,4,5,1,6,7.5,0.5
"391",391,2,37,2,2,3,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,2,2,1,1,1,1,1,1,1,1,5,3,4,1,6,2,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,2,1,5,5,5,5,1,3,4,5,2,6,5.66666666666667,0.666666666666667
"392",392,2,26,2,2,2,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,4,5,6,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,5,5,5,5,2,1,3,4,5,6,5,1
"393",393,2,30,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,4,6,5,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,2,2,3,2,1,1,1,1,5,2,3,4,1,6,3,0
"394",394,2,31,2,4,2,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,5,4,3,6,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,2,2,2,2,5,5,5,5,5,4,3,2,1,6,4.66666666666667,0.666666666666667
"395",395,2,29,2,2,3,1,1,0,1,0,1,0,1,0,1,1,0,0,0,2,2,2,2,1,1,3,1,1,1,1,1,2,6,5,1,3,4,1,1,0,1,0,2,0,0,1,0,1,0,1,0,1,1,2,2,2,4,4,3,5,4,1,2,5,3,6,4.5,0.5
"396",396,2,24,2,1,4,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,2,3,1,1,2,1,1,1,1,1,3,4,5,2,6,1,0,1,1,0,1,3,1,1,1,1,1,1,0,0,3,3,2,4,2,4,5,5,5,5,2,1,3,4,6,3.5,0.5
"397",397,2,36,3,4,2,0,0,1,1,1,1,1,0,0,0,1,0,0,0,2,2,2,3,1,2,1,1,1,1,1,1,1,3,6,5,2,4,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,2,2,1,5,5,4,5,5,1,3,4,2,6,3.5,0.5
"398",398,2,23,2,1,2,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,6,2,1,0,1,0,1,1,1,1,1,1,1,0,1,1,2,3,2,2,2,4,3,3,5,4,3,2,5,1,6,6.83333333333333,0.833333333333333
"399",399,2,23,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,2,1,1,2,1,1,1,1,1,5,4,2,3,6,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,2,2,2,2,2,5,5,3,5,5,1,2,4,3,6,6,1
"400",400,2,41,2,2,4,0,1,0,0,1,1,0,0,1,1,1,0,1,1,2,2,3,3,2,1,1,1,1,1,1,1,5,6,3,2,4,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,2,1,2,2,2,4,5,4,4,3,2,4,5,1,6,4.66666666666667,0.666666666666667
"401",401,2,40,3,4,3,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,2,2,1,1,1,1,1,1,1,1,1,3,5,4,6,2,0,1,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,2,2,1,1,2,2,1,3,2,4,5,6,6,1
"402",402,1,22,2,1,2,1,1,0,1,1,1,1,1,0,0,1,1,1,0,2,1,3,3,1,1,2,1,2,1,1,1,4,5,6,2,3,1,0,0,1,1,1,2,1,1,1,1,1,0,1,1,1,2,3,3,3,3,3,4,4,5,1,2,3,4,6,6.66666666666667,0.666666666666667
"403",403,1,22,2,1,2,1,1,0,0,1,1,0,1,0,0,1,1,0,0,2,1,2,3,1,1,1,1,1,1,1,1,2,3,6,1,5,4,1,1,1,0,0,1,1,1,1,1,1,0,1,0,2,1,2,1,1,5,5,4,5,4,1,2,3,5,6,4.5,0.5
"404",404,1,22,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,4,5,1,6,2,3,0,1,1,1,0,1,0,0,1,0,1,0,1,1,3,3,2,3,4,3,3,3,5,3,1,5,4,2,6,7,1
"405",405,2,40,2,4,4,0,1,0,0,1,1,0,1,1,1,1,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,1,3,4,5,6,2,1,1,0,0,1,1,1,0,1,1,1,0,0,1,2,2,2,2,2,5,3,4,5,4,3,1,5,2,6,2.83333333333333,0.833333333333333
"406",406,1,22,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,2,2,1,2,2,2,2,1,1,1,1,1,4,6,2,5,3,1,1,0,1,0,1,2,1,0,1,1,1,0,1,1,2,2,3,3,2,4,4,3,3,5,2,4,3,1,6,6,1
"407",407,1,22,2,1,2,1,1,0,0,1,1,0,0,1,0,1,0,0,0,2,2,3,2,1,2,1,1,1,1,1,1,4,5,1,2,6,3,1,1,1,0,0,2,1,1,1,1,1,0,1,0,2,2,2,2,3,5,5,5,5,3,4,2,5,1,6,3.5,0.5
"408",408,1,21,2,1,2,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,2,3,1,1,1,1,1,1,1,1,6,5,4,2,3,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,2,2,1,3,3,4,4,4,5,1,2,4,5,3,6,4,1
"409",409,1,22,2,1,2,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,3,3,1,2,2,1,1,1,1,1,4,5,1,3,6,2,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,2,4,2,4,4,4,3,5,5,2,3,4,1,6,4.5,0.5
"411",411,1,20,2,1,2,1,1,0,1,0,1,0,1,0,1,1,1,1,0,3,1,2,3,1,1,1,1,1,1,1,1,6,4,2,1,5,3,1,1,1,0,0,2,1,0,1,0,1,0,1,1,2,2,2,2,3,5,5,5,4,5,1,4,3,2,6,6.5,0.5
"412",412,2,24,2,4,2,0,1,0,0,1,1,1,1,0,0,1,1,0,0,2,1,2,1,1,1,2,1,1,1,1,1,1,2,4,5,3,6,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,2,5,5,5,5,5,1,4,3,2,6,3.66666666666667,0.666666666666667
"413",413,2,37,2,4,2,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,6,2,1,3,4,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,2,4,3,6,5,1
"414",414,2,33,2,4,2,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,2,1,1,1,1,1,1,1,1,4,5,3,2,1,6,1,1,1,0,0,1,1,1,1,0,1,0,1,0,2,2,2,2,2,5,5,5,5,1,3,5,4,2,6,4.66666666666667,0.666666666666667
"415",415,2,25,2,4,2,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,5,2,1,3,1,1,1,0,0,1,0,0,0,0,1,0,1,0,2,2,2,3,2,5,5,5,5,2,4,3,5,1,6,6,1
"416",416,2,22,2,1,2,1,1,1,0,1,1,0,1,0,1,1,1,0,0,2,1,2,3,1,1,1,1,1,1,1,1,4,5,3,1,6,2,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,5,5,4,4,1,2,4,5,3,6,5.66666666666667,0.666666666666667
"417",417,2,25,2,2,2,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,6,3,1,4,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,5,2,4,3,1,6,5,1
"418",418,2,26,2,4,2,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,1,3,6,1,1,1,0,0,1,0,0,0,0,1,1,0,0,3,2,2,2,2,5,5,5,5,1,3,5,4,2,6,6.5,0.5
"419",419,2,24,2,4,2,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,1,4,5,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,2,2,5,4,4,3,1,2,5,3,4,6,5.5,0.5
"420",420,2,22,2,1,2,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,2,3,3,1,1,1,2,1,1,1,1,5,4,6,3,2,1,0,1,1,0,1,2,1,0,1,1,1,0,1,0,1,1,1,1,1,5,5,5,3,5,4,3,2,1,6,3.66666666666667,0.666666666666667
"421",421,2,23,2,1,2,0,1,0,1,0,0,1,0,0,1,1,1,0,0,2,2,1,2,1,1,1,1,1,1,1,1,5,6,4,1,3,2,1,0,1,0,1,2,1,1,1,1,1,1,0,0,2,2,1,2,3,4,4,4,4,1,5,3,4,2,6,4.33333333333333,0.333333333333333
"422",422,2,22,2,1,2,1,1,1,1,1,1,1,0,0,0,1,0,1,0,2,2,2,2,2,2,2,3,3,3,3,3,6,5,3,4,2,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,3,2,2,2,2,5,4,4,4,5,3,4,2,1,6,6.5,0.5
"424",424,1,21,2,1,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,2,1,1,2,1,1,3,1,1,1,1,1,6,4,5,2,3,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,2,5,5,5,3,5,2,4,3,1,6,1.5,0.5
"425",425,1,22,2,1,2,1,1,1,1,1,1,1,1,0,1,1,0,1,1,2,1,3,3,1,2,1,1,1,1,1,1,5,6,4,1,2,3,1,0,0,1,1,2,1,0,1,1,1,0,0,1,3,3,3,2,3,3,3,5,5,2,3,4,5,1,6,7.83333333333333,0.833333333333333
"426",426,2,43,2,4,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,5,6,0,1,1,0,1,1,1,1,1,1,1,0,0,1,2,2,2,2,2,5,4,1,1,5,4,3,2,1,6,7,1
"429",429,2,22,2,1,2,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,2,3,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,2,5,5,4,5,5,1,3,4,2,6,5.33333333333333,0.333333333333333
"430",430,2,26,2,2,2,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,6,5,2,3,4,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,2,2,5,5,5,5,5,1,3,4,2,6,5,1
"431",431,2,40,2,2,2,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,2,2,1,1,1,1,1,1,1,1,2,3,6,4,5,1,0,1,1,0,1,2,1,0,0,0,1,1,0,0,2,2,2,2,2,5,5,5,5,3,2,1,5,4,6,5.5,0.5
"432",432,2,38,2,2,3,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,1,3,2,6,1,5,4,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,5,5,5,5,5,3,2,4,1,6,7,1
"433",433,2,65,3,4,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,4,2,5,3,6,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,2,1,1,1,1,5,4,3,2,1,6,4.16666666666667,0.166666666666667
"434",434,1,22,2,1,2,1,1,0,1,1,1,0,0,0,0,1,1,0,0,2,2,2,2,1,1,1,1,1,1,1,1,3,4,2,6,5,1,1,1,0,0,1,3,1,0,1,0,1,0,0,1,3,3,3,3,4,5,5,5,5,2,3,4,5,1,6,5.33333333333333,0.333333333333333
"435",435,1,37,3,2,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,2,3,2,3,3,1,1,1,2,1,1,1,3,4,2,5,6,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,2,2,1,2,1,2,2,3,1,4,2,5,3,6,7.83333333333333,0.833333333333333
"437",437,1,23,2,1,2,1,1,1,1,0,0,0,0,0,1,1,1,0,0,2,3,2,3,2,1,1,1,1,1,1,1,5,2,4,6,3,1,0,1,1,0,1,2,0,0,0,0,1,0,1,0,3,3,2,2,2,3,3,3,4,3,2,4,5,1,6,6.16666666666667,0.166666666666667
"438",438,2,36,3,2,2,0,1,0,0,1,1,0,0,1,0,1,1,0,0,2,2,1,2,1,2,1,1,1,1,1,1,5,4,6,1,3,2,0,1,1,0,1,1,1,1,1,1,1,1,0,0,2,2,1,2,2,5,5,5,5,5,4,3,2,1,6,3.5,0.5
"439",439,2,21,2,3,2,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,1,3,2,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,2,3,5,4,1,6,5,1
